epoch,train_loss,val_f1,val_accuracy,val_auc
1,0.12486,0.98246,0.99256,0.99875
2,0.02334,0.97143,0.98759,0.9993
3,0.05203,0.9711,0.98759,0.99949
4,0.02396,0.97674,0.99007,0.99956
5,0.02767,0.98246,0.99256,0.99912
6,0.00869,0.96552,0.98511,0.99971
7,0.01538,0.95455,0.98015,0.99945
8,0.01423,0.98246,0.99256,0.9985
9,0.01497,0.96552,0.98511,0.99945
10,0.00982,0.97647,0.99007,0.9993
11,0.00619,0.98246,0.99256,0.99919
