fpr,tpr,threshold
0.0,0.0,inf
0.0,0.061224489795918366,1.0
0.0,0.09183673469387756,0.9999998807907104
0.0,0.11224489795918367,0.9999996423721313
0.0,0.12244897959183673,0.9999995231628418
0.0,0.14285714285714285,0.9999994039535522
0.0,0.40816326530612246,0.9999861717224121
0.0,0.42857142857142855,0.9999854564666748
0.0,0.9285714285714286,0.9936165809631348
0.003289473684210526,0.9285714285714286,0.9775879383087158
0.003289473684210526,0.9693877551020408,0.8912709951400757
0.009868421052631578,0.9693877551020408,0.7740045785903931
0.009868421052631578,0.9795918367346939,0.7246594429016113
0.1513157894736842,0.9795918367346939,0.02048940770328045
0.1513157894736842,0.9897959183673469,0.020095860585570335
0.3190789473684211,0.9897959183673469,0.009968504309654236
0.3190789473684211,1.0,0.009835558012127876
1.0,1.0,0.00135303835850209
