fpr,tpr,threshold
0.0,0.0,inf
0.0,0.09302325581395349,1.0
0.0,0.13953488372093023,0.9999996423721313
0.0,0.16279069767441862,0.9999994039535522
0.0,0.20930232558139536,0.9999990463256836
0.0,0.22093023255813954,0.999998927116394
0.0,0.2441860465116279,0.9999986886978149
0.0,0.38372093023255816,0.9999904632568359
0.0,0.4069767441860465,0.9999903440475464
0.0,0.9883720930232558,0.9927284717559814
0.006369426751592357,0.9883720930232558,0.9261572360992432
0.006369426751592357,1.0,0.8870307207107544
1.0,1.0,3.6357974408929294e-08
