fpr,tpr,threshold
0.0,0.0,inf
0.0,0.01020408163265306,0.999995231628418
0.0,0.8673469387755102,0.9897702932357788
0.003289473684210526,0.8673469387755102,0.9878117442131042
0.003289473684210526,0.9489795918367347,0.7008742690086365
0.009868421052631578,0.9489795918367347,0.5684095621109009
0.009868421052631578,0.9591836734693877,0.5450153350830078
0.019736842105263157,0.9591836734693877,0.40743061900138855
0.019736842105263157,0.9795918367346939,0.2335655391216278
0.06578947368421052,0.9795918367346939,0.026620343327522278
0.06578947368421052,0.9897959183673469,0.024364890530705452
0.5328947368421053,0.9897959183673469,0.0015194527804851532
0.5328947368421053,1.0,0.0015078871510922909
1.0,1.0,0.00014490065223071724
