fpr,tpr,threshold
0.0,0.0,inf
0.0,0.011627906976744186,0.9999967813491821
0.0,0.7906976744186046,0.9818629622459412
0.0031847133757961785,0.7906976744186046,0.9818457365036011
0.0031847133757961785,0.9651162790697675,0.831354022026062
0.006369426751592357,0.9651162790697675,0.8152359127998352
0.006369426751592357,0.9767441860465116,0.7103074193000793
0.009554140127388535,0.9767441860465116,0.6847642660140991
0.009554140127388535,0.9883720930232558,0.6367647647857666
0.01910828025477707,0.9883720930232558,0.44009995460510254
0.01910828025477707,1.0,0.4378417432308197
1.0,1.0,0.0002709869004320353
